id,context,function,subFunction,name,skillElement,skillDescription,skillSynonyms,status
30596,,Technology & It,Software Development And Implementation,Robotframework,  ,,  ,Approved
30597,,Technology & IT,Application And Data Management,RMarkdown,  ,,  ,Approved
30598,,Technology & It,Software Development And Implementation,Ring,  ,,  ,Approved
30599,,Technology & IT,Information Technology - General,Rich Text Format,  ,,  ,Approved
30600,,Technology & It,Software Development And Implementation,Rexx,  ,,  ,Approved
30601,,Technology & It,Software Development And Implementation,Restructuredtext,  ,,  ,Approved
30602,,Technology & It,Software Development And Implementation,Rescript,  ,,  ,Approved
30603,,Technology & It,Software Development And Implementation,Renderscript,  ,,  ,Approved
30604,,Technology & It,Software Development And Implementation,Redirect Rules,  ,,  ,Approved
30605,,Technology & It,Software Development And Implementation,Redcode,  ,,  ,Approved
30606,,Technology & It,Software Development And Implementation,Red,  ,,  ,Approved
30607,,Technology & IT,Application And Data Management,Record Jar,  ,,  ,Approved
30608,,Technology & IT,Infrastructure,Rebol,  ,,  ,Approved
30609,,Technology & It,Software Development And Implementation,Reasonligo,  ,,  ,Approved
30610,,Technology & It,Software Development And Implementation,Reason,  ,,  ,Approved
30611,,Technology & It,Software Development And Implementation,Realbasic,  ,,  ,Approved
30612,,Technology & IT,Configuration/Release Engineering,Readline Config,  ,,  ,Approved
30614,,Technology & IT,Blockchain,Raw token data,  ,,  ,Approved
30615,,Technology & It,Software Development And Implementation,Rascal,  ,,  ,Approved
30616,,Technology & It,Software Development And Implementation,Raml,  ,,  ,Approved
30617,,Technology & It,Software Development And Implementation,Raku,  ,,  ,Approved
30618,,Technology & It,Software Development And Implementation,Ragel,  ,,  ,Approved
30619,,Technology & It,Software Development And Implementation,Racket,  ,,  ,Approved
30620,,Technology & It,Software Development And Implementation,Quake,  ,,  ,Approved
30621,,Technology & IT,Information Technology - General,Qt Script,  ,,  ,Approved
30623,,Technology & IT,Configuration/Release Engineering,QMake,  ,,  ,Approved
30624,,Technology & It,Software Development And Implementation,Q#,  ,,  ,Approved
30625,,Technology & It,Software Development And Implementation,Q,  ,,  ,Approved
30626,,Technology & It,Software Development And Implementation,Python Traceback,  ,,  ,Approved
30627,,Technology & It,Software Development And Implementation,Python Console,  ,,  ,Approved
30628,,Technology & It,Software Development And Implementation,Purescript,  ,,  ,Approved
30629,,Technology & It,Software Development And Implementation,Purebasic,  ,,  ,Approved
30630,,Technology & IT,Application And Data Management,Pure Data,  ,,  ,Approved
30631,,Technology & It,Software Development And Implementation,Pug,  ,,  ,Approved
30632,,Technology & It,Cyber Security,Public Key,  ,,,Approved
30633,,Technology & It,Software Development And Implementation,Protocol Buffer Text Format,  ,,  ,Approved
30634,,Technology & It,Software Development And Implementation,Protocol Buffer,  ,,  ,Approved
30635,,Technology & It,Software Development And Implementation,Propeller Spin,  ,,  ,Approved
30636,,Technology & It,Software Development And Implementation,Promela,  ,,  ,Approved
30637,,Technology & It,Software Development And Implementation,Prolog,  ,,  ,Approved
30638,,Technology & It,Cyber Security,Proguard,  ,,,Approved
30639,,Technology & IT,Configuration/Release Engineering,Procfile,  ,,  ,Approved
30640,,Technology & It,Software Development And Implementation,Powerbuilder,  ,,  ,Approved
30643,,Technology & It,Software Development And Implementation,Pony,  ,,  ,Approved
30644,,Technology & It,Software Development And Implementation,Pogoscript,  ,,  ,Approved
30645,,Technology & IT,Configuration/Release Engineering,Pod 6,  ,,  ,Approved
30646,,Technology & IT,Configuration/Release Engineering,Pod,  ,,  ,Approved
30647,,Technology & IT,Application And Data Management,PLSQL,  ,,  ,Approved
30648,,Technology & It,Software Development And Implementation,Plpgsql,  ,,  ,Approved
30649,,Technology & It,Software Development And Implementation,Plantuml,  ,,  ,Approved
30650,,Technology & It,Software Development And Implementation,Pike,  ,,  ,Approved
30652,,Technology & It,Software Development And Implementation,Picolisp,  ,,  ,Approved
30654,,Technology & It,Software Development And Implementation,Pic,  ,,  ,Approved
30655,,Technology & It,Software Development And Implementation,Pep8,  ,,  ,Approved
30656,,Technology & It,Software Development And Implementation,Peg.js,  ,,  ,Approved
30657,,Technology & It,Software Development And Implementation,Pawn,  ,,  ,Approved
30658,,Technology & It,Software Development And Implementation,Parrot Internal Representation,  ,,  ,Approved
30659,,Technology & It,Software Development And Implementation,Parrot Assembly,  ,,  ,Approved
30660,,Technology & It,Software Development And Implementation,Parrot,  ,,  ,Approved
30661,,Technology & It,Software Development And Implementation,Papyrus,  ,,  ,Approved
30663,,Technology & IT,Infrastructure,P4,  ,,  ,Approved
30664,,Technology & It,Software Development And Implementation,Oz,  ,,  ,Approved
30665,,Technology & It,Software Development And Implementation,Oxygene,  ,,  ,Approved
30666,,Technology & It,Software Development And Implementation,Ox,  ,,  ,Approved
30667,,Technology & IT,Software Development And Implementation,Org,  ,,  ,Approved
30668,,Technology & IT,Information Technology - General,OpenType Feature File,  ,,  ,Approved
30669,,Technology & It,Software Development And Implementation,Openstep Property List,  ,,  ,Approved
30671,,Technology & It,Software Development And Implementation,Openrc Runscript,  ,,  ,Approved
30672,,Technology & IT,Hardware Engineering,OpenQASM,  ,,  ,Approved
30673,,Technology & It,Software Development And Implementation,Openedge Abl,  ,,  ,Approved
30674,,Technology & IT,Infrastructure,Open Policy Agent,  ,,  ,Approved
30675,,Technology & It,Software Development And Implementation,Opal,  ,,  ,Approved
30676,,Technology & It,Software Development And Implementation,Opa,  ,,  ,Approved
30677,,Technology & It,Software Development And Implementation,Ooc,  ,,  ,Approved
30678,,Technology & It,Software Development And Implementation,Omgrofl,  ,,  ,Approved
30679,,Technology & IT,Infrastructure,Odin,  ,,  ,Approved
30680,,Technology & It,Software Development And Implementation,Ocaml,  ,,  ,Approved
30681,,Technology & It,Software Development And Implementation,Objectscript,  ,,  ,Approved
30682,,Technology & It,Software Development And Implementation,Objective-j,  ,,  ,Approved
30683,,Technology & It,Software Development And Implementation,Objective-c++,  ,,  ,Approved
30684,,Technology & It,Software Development And Implementation,Object Data Instance Notation,  ,,  ,Approved
30685,,Technology & It,Software Development And Implementation,Objdump,  ,,  ,Approved
30686,,Technology & It,Software Development And Implementation,Nwscript,  ,,  ,Approved
30687,,Technology & It,Software Development And Implementation,Nunjucks,  ,,  ,Approved
30688,,Technology & It,Software Development And Implementation,Nu,  ,,  ,Approved
30689,,Technology & It,Software Development And Implementation,Nsis,  ,,  ,Approved
30690,,Technology & It,Software Development And Implementation,Npm Config,  ,,  ,Approved
30691,,Technology & It,Software Development And Implementation,Nl,  ,,  ,Approved
30692,,Technology & It,Software Development And Implementation,Nix,  ,,  ,Approved
30693,,Technology & It,Software Development And Implementation,Nit,  ,,  ,Approved
30694,,Technology & It,Software Development And Implementation,Ninja,  ,,  ,Approved
30695,,Technology & It,Software Development And Implementation,Nim,  ,,  ,Approved
30696,,Technology & It,Software Development And Implementation,Nextflow,  ,,  ,Approved
30697,,Technology & It,Software Development And Implementation,Newlisp,  ,,  ,Approved
30698,,Technology & It,Software Development And Implementation,Netlogo,  ,,  ,Approved
30699,,Technology & It,Software Development And Implementation,Netlinx+erb,  ,,  ,Approved
30700,,Technology & It,Software Development And Implementation,Netlinx,  ,,  ,Approved
30701,,Technology & It,Software Development And Implementation,Nesc,  ,,  ,Approved
30702,,Technology & It,Software Development And Implementation,Neon,  ,,  ,Approved
30703,,Technology & It,Software Development And Implementation,Nemerle,  ,,  ,Approved
30704,,Technology & It,Software Development And Implementation,Nearley,  ,,  ,Approved
30705,,Technology & It,Software Development And Implementation,Ncl,  ,,  ,Approved
30706,,Technology & It,Software Development And Implementation,Nasl,  ,,  ,Approved
30707,,Technology & It,Software Development And Implementation,Nanorc,  ,,  ,Approved
30708,,Technology & It,Software Development And Implementation,Myghty,  ,,  ,Approved
30710,,Technology & It,Software Development And Implementation,Mupad,  ,,  ,Approved
30711,,Technology & It,Software Development And Implementation,Muf,  ,,  ,Approved
30713,,Technology & It,Software Development And Implementation,Mql5,  ,,  ,Approved
30714,,Technology & It,Software Development And Implementation,Mql4,  ,,  ,Approved
30715,,Technology & It,Software Development And Implementation,Motorola 68k Assembly,  ,,  ,Approved
30716,,Technology & It,Software Development And Implementation,Motoko,  ,,  ,Approved
30717,,Technology & It,Software Development And Implementation,Moonscript,  ,,  ,Approved
30718,,Technology & It,Software Development And Implementation,Moocode,  ,,  ,Approved
30719,,Technology & It,Software Development And Implementation,Monkey C,  ,,  ,Approved
30720,,Technology & It,Software Development And Implementation,Monkey,  ,,  ,Approved
30721,,Technology & It,Software Development And Implementation,Module Management System,  ,,  ,Approved
30722,,Technology & It,Software Development And Implementation,Modula-3,  ,,  ,Approved
30723,,Technology & It,Software Development And Implementation,Modula-2,  ,,  ,Approved
30724,,Technology & It,Software Development And Implementation,Modelica,  ,,  ,Approved
30725,,Technology & It,Software Development And Implementation,Mlir,  ,,  ,Approved
30726,,Technology & It,Software Development And Implementation,Mirc Script,  ,,  ,Approved
30727,,Technology & It,Software Development And Implementation,Mirah,  ,,  ,Approved
30728,,Technology & It,Software Development And Implementation,Mint,  ,,  ,Approved
30729,,Technology & IT,Configuration/Release Engineering,MiniYAML,  ,,  ,Approved
30730,,Technology & It,Software Development And Implementation,Minid,  ,,  ,Approved
30731,,Technology & IT,Information Technology - General,Microsoft Visual Studio Solution,  ,,  ,Approved
30732,,Technology & IT,Information Technology - General,Microsoft Developer Studio Project,  ,,  ,Approved
30733,,Technology & It,Software Development And Implementation,Metal,  ,,  ,Approved
30734,,Technology & It,Software Development And Implementation,Meson,  ,,  ,Approved
30735,,Technology & It,Software Development And Implementation,Mercury,  ,,  ,Approved
30736,,Technology & It,Software Development And Implementation,Mcfunction,  ,,  ,Approved
30738,,Technology & It,Software Development And Implementation,Max,  ,,  ,Approved
30739,,Technology & IT,Application And Data Management,Maven POM,  ,,  ,Approved
30740,,Technology & It,Software Development And Implementation,Mathematica,  ,,  ,Approved
30741,,Technology & It,Software Development And Implementation,Mask,  ,,  ,Approved
30743,,Technology & IT,Design And Engineering,Markdown,  ,,  ,Approved
30744,,Technology & IT,Enterprise Information Architecture,Mako,  ,,  ,Approved
30745,,Technology & It,Software Development And Implementation,Makefile,  ,,  ,Approved
30746,,Technology & It,Software Development And Implementation,Macaulay2,  ,,  ,Approved
30748,,Technology & IT,Software Development And Implementation,M4,  ,,  ,Approved
30750,,Technology & It,Software Development And Implementation,Lua,  ,,  ,Approved
30751,,Technology & IT,Design And Engineering,LTspice Symbol,  ,,  ,Approved
30752,,Technology & IT,Infrastructure,LSL,  ,,  ,Approved
30753,,Technology & IT,Information Technology - General,LoomScript,  ,,  ,Approved
30754,,Technology & IT,Application And Data Management,LookML,  ,,  ,Approved
30755,,Technology & It,Software Development And Implementation,Lolcode,  ,,  ,Approved
30756,,Technology & IT,Enterprise Information Architecture,Logtalk,  ,,  ,Approved
30757,,Technology & IT,End User Support,LLVM,  ,,  ,Approved
30758,,Technology & IT,Configuration/Release Engineering,LiveScript,  ,,  ,Approved
30759,,Technology & IT,Information Technology - General,Literate Haskell,  ,,  ,Approved
30760,,Technology & IT,Information Technology - General,Literate CoffeeScript,  ,,  ,Approved
30761,,Technology & It,Software Development And Implementation,Literate Agda,  ,,  ,Approved
30762,,Technology & It,Software Development And Implementation,Liquid,  ,,  ,Approved
30763,,Technology & IT,Design And Engineering,Linux Kernel Module,  ,,  ,Approved
30764,,Technology & IT,Infrastructure,Linker Script,  ,,  ,Approved
30765,,Technology & It,Software Development And Implementation,Limbo,  ,,  ,Approved
30767,,Technology & It,Software Development And Implementation,Ligolang,  ,,  ,Approved
30769,,Technology & It,Software Development And Implementation,Lex,  ,,  ,Approved
30770,,Technology & It,Software Development And Implementation,Lean,  ,,  ,Approved
30771,,Technology & IT,Software Development And Implementation,Latte,  ,,  ,Approved
30773,,Technology & IT,Application And Data Management,Lark,  ,,  ,Approved
30774,,Technology & It,Software Development And Implementation,Labview,  ,,  ,Approved
30776,,Technology & IT,Business And Systems Analysis,Kusto,  ,,  ,Approved
30777,,Technology & IT,Hardware Engineering,KRL,  ,,  ,Approved
30778,,Technology & IT,Infrastructure,Kit,  ,,  ,Approved
30779,,Technology & IT,Design And Engineering,KiCad Schematic,  ,,  ,Approved
30780,,Technology & IT,Design And Engineering,KiCad Legacy Layout,  ,,  ,Approved
30781,,Technology & IT,Design And Engineering,KiCad Layout,  ,,  ,Approved
30782,,Technology & It,Software Development And Implementation,Kakounescript,  ,,  ,Approved
30783,,Technology & It,Software Development And Implementation,Kaitai Struct,  ,,  ,Approved
30784,,Technology & IT,Application And Data Management,Jsonnet,  ,,  ,Approved
30785,,Technology & IT,Application And Data Management,JSONLD,  ,,  ,Approved
30786,,Technology & IT,Application And Data Management,JSONiq,  ,,  ,Approved
30787,,Technology & It,Software Development And Implementation,Json5,  ,,  ,Approved
30788,,Technology & IT,Application And Data Management,JSON with Comments,  ,,  ,Approved
30789,,Technology & IT,Application And Data Management,jq,  ,,  ,Approved
30790,,Technology & It,Software Development And Implementation,Jolie,  ,,  ,Approved
30791,,Technology & IT,Information Technology - General,Jison Lex,  ,,  ,Approved
30792,,Technology & It,Software Development And Implementation,Jison,  ,,  ,Approved
30794,,Technology & It,Software Development And Implementation,Jest Snapshot,  ,,  ,Approved
30797,,Technology & It,Software Development And Implementation,Java Properties,  ,,  ,Approved
30798,,Technology & It,Software Development And Implementation,Jasmin,  ,,  ,Approved
30799,,Technology & IT,Configuration/Release Engineering,JAR Manifest,  ,,  ,Approved
30800,,Technology & It,Software Development And Implementation,Janet,  ,,  ,Approved
30801,,Technology & It,Software Development And Implementation,J,  ,,  ,Approved
30802,,Technology & It,Software Development And Implementation,Isabelle Root,  ,,  ,Approved
30803,,Technology & It,Software Development And Implementation,Isabelle,  ,,  ,Approved
30804,,Technology & It,Software Development And Implementation,Irc Log,  ,,  ,Approved
30805,,Technology & It,Software Development And Implementation,Ioke,  ,,  ,Approved
30806,,Technology & It,Software Development And Implementation,Io,  ,,  ,Approved
30807,,Technology & It,Software Development And Implementation,Inno Setup,  ,,  ,Approved
30808,,Technology & IT,Configuration/Release Engineering,INI,  ,,  ,Approved
30809,,Technology & It,Software Development And Implementation,Inform 7,  ,,  ,Approved
30810,,Technology & It,Software Development And Implementation,Imagej Macro,  ,,  ,Approved
30811,,Technology & IT,Business And Systems Analysis,IGOR Pro,  ,,  ,Approved
30812,,Technology & It,Software Development And Implementation,Idris,  ,,  ,Approved
30813,,Technology & IT,Information Technology - General,IDL,  ,,  ,Approved
30814,,Technology & It,Software Development And Implementation,Hyphy,  ,,  ,Approved
30815,,Technology & It,Software Development And Implementation,Hy,  ,,  ,Approved
30822,,Technology & It,Software Development And Implementation,Hoon,  ,,  ,Approved
30823,,Technology & It,Software Development And Implementation,Holyc,  ,,  ,Approved
30824,,Technology & It,Software Development And Implementation,Hlsl,  ,,  ,Approved
30825,,Technology & IT,Application And Data Management,HiveQL,  ,,  ,Approved
30826,,Technology & It,Software Development And Implementation,Hcl,  ,,  ,Approved
30827,,Technology & It,Software Development And Implementation,Haxe,  ,,  ,Approved
30828,,Technology & It,Software Development And Implementation,Haskell,  ,,  ,Approved
30829,,Technology & It,Software Development And Implementation,Harbour,  ,,  ,Approved
30830,,Technology & It,Software Development And Implementation,Handlebars,  ,,  ,Approved
30831,,Technology & It,Software Development And Implementation,Haml,  ,,  ,Approved
30832,,Technology & It,Software Development And Implementation,Gsc,  ,,  ,Approved
30834,,Technology & It,Data Science,Graphviz (dot),  ,,,Approved
30835,,Technology & It,Data Science,Graph Modeling Language,  ,,,Approved
30836,,Technology & It,Software Development And Implementation,Grammatical Framework,  ,,  ,Approved
30837,,Technology & It,Software Development And Implementation,Grace,  ,,  ,Approved
30838,,Technology & It,Software Development And Implementation,Gosu,  ,,  ,Approved
30839,,Technology & It,Software Development And Implementation,Golo,  ,,  ,Approved
30840,,Technology & It,Software Development And Implementation,Go Module,  ,,  ,Approved
30841,,Technology & It,Cyber Security,Go Checksums,  ,,,Approved
30842,,Technology & It,Data Science,Gnuplot,  ,,,Approved
30843,,Technology & It,Software Development And Implementation,Gn,  ,,  ,Approved
30844,,Technology & It,Software Development And Implementation,Glyph Bitmap Distribution Format,  ,,  ,Approved
30845,,Technology & It,Software Development And Implementation,Glyph,  ,,  ,Approved
30846,,Technology & It,Software Development And Implementation,Glsl,  ,,  ,Approved
30847,,Technology & It,Software Development And Implementation,Gleam,  ,,  ,Approved
30848,,Technology & IT,Configuration/Release Engineering,Git Config,  ,,  ,Approved
30849,,Technology & It,Software Development And Implementation,Git Attributes,  ,,  ,Approved
30850,,Technology & It,Software Development And Implementation,Gherkin,  ,,  ,Approved
30851,,Technology & It,Software Development And Implementation,Gettext Catalog,  ,,  ,Approved
30852,,Technology & It,Software Development And Implementation,Gerber Image,  ,,  ,Approved
30853,,Technology & It,Software Development And Implementation,Gentoo Eclass,  ,,  ,Approved
30854,,Technology & It,Software Development And Implementation,Gentoo Ebuild,  ,,  ,Approved
30855,,Technology & It,Software Development And Implementation,Genshi,  ,,  ,Approved
30856,,Technology & It,Software Development And Implementation,Genie,  ,,  ,Approved
30857,,Technology & It,Software Development And Implementation,Genero Forms,  ,,  ,Approved
30858,,Technology & It,Software Development And Implementation,Genero,  ,,  ,Approved
30859,,Technology & It,Software Development And Implementation,Gemfile.lock,  ,,  ,Approved
30860,,Technology & It,Software Development And Implementation,Gedcom,  ,,  ,Approved
30861,,Technology & It,Software Development And Implementation,Gdscript,  ,,  ,Approved
30862,,Technology & It,Software Development And Implementation,Gdb,  ,,  ,Approved
30863,,Technology & It,Software Development And Implementation,Gcc Machine Description,  ,,  ,Approved
30864,,Technology & It,Software Development And Implementation,Gap,  ,,  ,Approved
30867,,Technology & It,Software Development And Implementation,Game Maker Language,  ,,  ,Approved
30868,,Technology & It,Software Development And Implementation,G-code,  ,,  ,Approved
30869,,Technology & It,Software Development And Implementation,Futhark,  ,,  ,Approved
30870,,Technology & It,Software Development And Implementation,Frege,  ,,  ,Approved
30871,,Technology & IT,User Experience Design,FreeMarker,  ,,  ,Approved
30872,,Technology & It,Software Development And Implementation,Freebasic,  ,,  ,Approved
30873,,Technology & It,Software Development And Implementation,Fortran Free Form,  ,,  ,Approved
30874,,Technology & It,Software Development And Implementation,Forth,  ,,  ,Approved
30875,,Technology & It,Software Development And Implementation,Formatted,  ,,  ,Approved
30876,,Technology & It,Software Development And Implementation,Fluent,  ,,  ,Approved
30877,,Technology & It,Software Development And Implementation,Fish,  ,,  ,Approved
30878,,Technology & It,Software Development And Implementation,Filterscript,  ,,  ,Approved
30879,,Technology & It,Software Development And Implementation,Filebench Wml,  ,,  ,Approved
30880,,Technology & It,Software Development And Implementation,Figlet Font,  ,,  ,Approved
30881,,Technology & It,Software Development And Implementation,Fennel,  ,,  ,Approved
30882,,Technology & IT,Hardware Engineering,Faust,  ,,  ,Approved
30883,,Technology & It,Software Development And Implementation,Fantom,  ,,  ,Approved
30884,,Technology & It,Software Development And Implementation,Fancy,  ,,  ,Approved
30885,,Technology & It,Software Development And Implementation,Factor,  ,,  ,Approved
30887,,Technology & It,Software Development And Implementation,Euphoria,  ,,  ,Approved
30888,,Technology & It,Software Development And Implementation,Eq,  ,,  ,Approved
30890,,Technology & It,Software Development And Implementation,Emacs Lisp,  ,,  ,Approved
30892,,Technology & It,Software Development And Implementation,Eiffel,  ,,  ,Approved
30893,,Technology & It,Software Development And Implementation,Edn,  ,,  ,Approved
30894,,Technology & It,Software Development And Implementation,Edje Data Collection,  ,,  ,Approved
30895,,Technology & IT,Configuration/Release Engineering,EditorConfig,  ,,  ,Approved
30896,,Technology & It,Software Development And Implementation,Ecl,  ,,  ,Approved
30897,,Technology & It,Software Development And Implementation,Ecere Projects,  ,,  ,Approved
30898,,Technology & It,Software Development And Implementation,Ec,  ,,  ,Approved
30899,,Technology & IT,Information Technology - General,EBNF,  ,,  ,Approved
30900,,Technology & It,Software Development And Implementation,Easybuild,  ,,  ,Approved
30901,,Technology & It,Software Development And Implementation,Earthly,  ,,  ,Approved
30904,,Technology & It,Software Development And Implementation,Dylan,  ,,  ,Approved
30905,,Technology & IT,Information Technology - General,DTrace,  ,,  ,Approved
30906,,Technology & It,Software Development And Implementation,Dogescript,  ,,  ,Approved
30907,,Technology & IT,Infrastructure,DNS Zone,  ,,  ,Approved
30908,,Technology & It,Software Development And Implementation,Directx 3d File,  ,,  ,Approved
30909,,Technology & It,Software Development And Implementation,Dircolors,  ,,  ,Approved
30910,,Technology & It,Software Development And Implementation,Digital Command Language,  ,,  ,Approved
30911,,Technology & IT,Information Technology - General,Diff,  ,,  ,Approved
30912,,Technology & It,Software Development And Implementation,Dhall,  ,,  ,Approved
30913,,Technology & It,Software Development And Implementation,Denizenscript,  ,,  ,Approved
30914,,Technology & IT,Configuration/Release Engineering,Debian Package Control File,  ,,  ,Approved
30915,,Technology & IT,Application And Data Management,DataWeave,  ,,  ,Approved
30916,,Technology & It,Software Development And Implementation,Darcs Patch,  ,,  ,Approved
30917,,Technology & It,Software Development And Implementation,Dafny,  ,,  ,Approved
30918,,Technology & It,Software Development And Implementation,D-objdump,  ,,  ,Approved
30919,,Technology & It,Software Development And Implementation,Cycript,  ,,  ,Approved
30920,,Technology & It,Software Development And Implementation,Cweb,  ,,  ,Approved
30921,,Technology & It,Software Development And Implementation,Curry,  ,,  ,Approved
30922,,Technology & IT,Configuration/Release Engineering,cURL Config,  ,,  ,Approved
30923,,Technology & IT,Application And Data Management,Cue Sheet,  ,,  ,Approved
30924,,Technology & IT,Application And Data Management,CUE,  ,,  ,Approved
30925,,Technology & IT,Design And Engineering,Csound Score,  ,,  ,Approved
30926,,Technology & IT,Design And Engineering,Csound Document,  ,,  ,Approved
30927,,Technology & IT,Design And Engineering,Csound,  ,,  ,Approved
30928,,Technology & It,Software Development And Implementation,Cson,  ,,  ,Approved
30929,,Technology & It,Software Development And Implementation,Crystal,  ,,  ,Approved
30930,,Technology & It,Data Science,Creole,  ,,,Approved
30931,,Technology & It,Software Development And Implementation,Cpp-objdump,  ,,  ,Approved
30932,,Technology & It,Software Development And Implementation,Coq,  ,,  ,Approved
30933,,Technology & IT,Design And Engineering,Cool,  ,,  ,Approved
30935,,Technology & It,Software Development And Implementation,Component Pascal,  ,,  ,Approved
30936,,Technology & It,Software Development And Implementation,Common Workflow Language,  ,,  ,Approved
30937,,Technology & It,Software Development And Implementation,Common Lisp,  ,,  ,Approved
30938,,Technology & It,Software Development And Implementation,Collada,  ,,  ,Approved
30939,,Technology & It,Software Development And Implementation,Coldfusion Cfc,  ,,  ,Approved
30940,,Technology & It,Software Development And Implementation,Coldfusion,  ,,  ,Approved
30941,,Technology & It,Software Development And Implementation,Codeql,  ,,  ,Approved
30942,,Technology & It,Software Development And Implementation,Codeowners,  ,,  ,Approved
30943,,Technology & It,Software Development And Implementation,Cloud Firestore Security Rules,  ,,  ,Approved
30944,,Technology & It,Software Development And Implementation,Closure Templates,  ,,  ,Approved
30945,,Technology & It,Software Development And Implementation,Clojure,  ,,  ,Approved
30946,,Technology & It,Software Development And Implementation,Click,  ,,  ,Approved
30947,,Technology & It,Software Development And Implementation,Clean,  ,,  ,Approved
30948,,Technology & It,Software Development And Implementation,Clarion,  ,,  ,Approved
30949,,Technology & It,Software Development And Implementation,Cirru,  ,,  ,Approved
30950,,Technology & It,Software Development And Implementation,Cil,  ,,  ,Approved
30952,,Technology & It,Software Development And Implementation,Charity,  ,,  ,Approved
30953,,Technology & It,Software Development And Implementation,Chapel,  ,,  ,Approved
30954,,Technology & It,Software Development And Implementation,Proto,  ,,  ,Approved
30955,,Technology & It,Software Development And Implementation,C-objdump,  ,,  ,Approved
30956,,Technology & It,Software Development And Implementation,4d,  ,,  ,Approved
30957,,Technology & It,Software Development And Implementation,2-dimensional Array,  ,,  ,Approved
30958,,Technology & It,Software Development And Implementation,1c Enterprise,  ,,  ,Approved
30959,,Technology & It,Software Development And Implementation,Rust,  ,,  ,Approved
30960,,Technology & It,Software Development And Implementation,Elixir,  ,,  ,Approved
30961,,Technology & It,Software Development And Implementation,Dm,  ,,  ,Approved
30962,,Technology & It,Software Development And Implementation,Coffeescript,  ,,  ,Approved
30963,,Technology & IT,Information Technology - General,Apache Guacamole,  ,Processed from Apache site,  ,Approved
30964,,Technology & IT,Configuration/Release Engineering,Apache Gump,  ,Processed from Apache site,  ,Approved
30965,,Technology & It,Data Science,Apache Hadoop,  ,,  ,Approved
30966,,Technology & IT,Application And Data Management,Apache Hama,  ,Processed from Apache site,  ,Approved
30967,,Technology & It,Software Development And Implementation,Apache Harmony,  ,Processed from Apache site,  ,Approved
30968,,Technology & IT,Application And Data Management,Apache Helix,  ,Processed from Apache site,  ,Approved
30969,,Technology & IT,Application And Data Management,Apache Hive,  ,Processed from Apache site,  ,Approved
30970,,Technology & It,Software Development And Implementation,Apache Hivemind,  ,Processed from Apache site,  ,Approved
30971,,Technology & IT,Application And Data Management,Apache Hop,  ,Processed from Apache site,  ,Approved
30972,,Technology & IT,Application And Data Management,Apache HTTP Server,  ,Processed from Apache site,  ,Approved
30973,,Technology & IT,Application And Data Management,Apache HttpComponents Client,  ,Processed from Apache site,  ,Approved
30974,,Technology & IT,Application And Data Management,Apache HttpComponents Core,  ,Processed from Apache site,  ,Approved
30975,,Technology & It,Software Development And Implementation,Apache Hudi,  ,Processed from Apache site,  ,Approved
30976,,Technology & IT,Application And Data Management,Apache Ignite,  ,Processed from Apache site,  ,Approved
30977,,Technology & IT,Application And Data Management,Apache IoTDB,  ,Processed from Apache site,  ,Approved
30978,,Technology & It,Software Development And Implementation,Apache Isis,  ,Processed from Apache site,  ,Approved
30979,,Technology & IT,Configuration/Release Engineering,Apache Ivy,  ,Processed from Apache site,  ,Approved
30980,,Technology & IT,Configuration/Release Engineering,Apache IvyDE,  ,Processed from Apache site,  ,Approved
30981,,Technology & IT,Information Technology - General,Apache Jackrabbit,  ,Processed from Apache site,  ,Approved
30982,,Technology & It,Software Development And Implementation,Apache Jakarta Cactus,  ,Processed from Apache site,  ,Approved
30983,,Technology & IT,Information Technology - General,Apache JAMES,  ,Processed from Apache site,  ,Approved
30984,,Technology & IT,Infrastructure,Apache jclouds,  ,Processed from Apache site,  ,Approved
30985,,Technology & It,Software Development And Implementation,Apache Jena,  ,Processed from Apache site,  ,Approved
30986,,Technology & It,Software Development And Implementation,Apache Jmeter,  ,Processed from Apache site,  ,Approved
30988,,Technology & IT,Information Technology - General,Apache Karaf,  ,Processed from Apache site,  ,Approved
30989,,Technology & IT,Application And Data Management,Apache Kerby,  ,Processed from Apache site,  ,Approved
30990,,Technology & IT,Application And Data Management,Apache Kibble,  ,Processed from Apache site,  ,Approved
30991,,Technology & IT,Application And Data Management,Apache Knox,  ,Processed from Apache site,  ,Approved
30992,,Technology & IT,Application And Data Management,Apache Kudu,  ,Processed from Apache site,  ,Approved
30993,,Technology & IT,Application And Data Management,Apache Lens,  ,Processed from Apache site,  ,Approved
30994,,Technology & It,Software Development And Implementation,Apache Lenya,  ,Processed from Apache site,  ,Approved
30995,,Technology & IT,Infrastructure,Apache Libcloud,  ,Processed from Apache site,  ,Approved
30996,,Technology & IT,Application And Data Management,Apache Linkis,  ,Processed from Apache site,  ,Approved
30997,,Technology & It,Software Development And Implementation,Apache Log4cxx,  ,Processed from Apache site,  ,Approved
30998,,Technology & It,Software Development And Implementation,Apache Log4j 2,  ,Processed from Apache site,  ,Approved
30999,,Technology & It,Software Development And Implementation,Apache Log4net,  ,Processed from Apache site,  ,Approved
31000,,Technology & It,Software Development And Implementation,Apache Log4php,  ,Processed from Apache site,  ,Approved
31001,,Technology & It,Software Development And Implementation,Apache Lucene,  ,,  ,Approved
31002,,Technology & IT,Information Technology - General,Apache Lucene Core,  ,Processed from Apache site,  ,Approved
